Filename,Read TikaRunner Output,X-Parsed-By,resourceName,Content-Length,X-TIKA:digest:MD5,X-TIKA:parse_time_millis,tika_batch_fs:relative_path,Content-Type,tika:file_ext
H:\Documents\datetest\GoogleDoctoDocx\The National Archives.doc[A31634].docx,,"['org.apache.tika.parser.DefaultParser', 'org.apache.tika.parser.microsoft.ooxml.OOXMLParser']",The National Archives.doc[A31634].docx,916205,46e77655e3996c3403aa8251d48dfa37,1917,The National Archives.doc[A31634].docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx
